text,bug,feature_request,documentation,question,duplicate,needs_more_info,critical
"Title: Slow compilation when importing Scheduler

Body: Please attach complete go env output and reproduction project.",0,0,0,0,0,1,0
"Title: Extension host terminated unexpectedly

Body: The window shows a notification saying extension host died. No reproduction steps or logs provided yet.",0,0,0,0,0,1,0
"Title: cmd/compile/internal/ssa: split into subpackages

Body: This is a massive package that takes a long time to build. Split it into smaller packages so the build could be more parallel.",0,0,0,0,0,1,0
"Title: x/build/cmd/watchflakes: close old flakes

Body: CL 822684 updates watchflakes to close flakes that have not occurred for 90 days or that are very unlikely to have stopped by chance given their past history (so a very noisy flake that goes quiet will be auto-closed sooner than 90 days). Also, any flakes entirely from defunct builders are also closed. Of course, any new flake matching the pattern will still reopen the issue.

If a flake stays closed for 90 days, it is then evicted from the Test Flakes project, taking it off watchflakes's radar entirely. So no flake can ever be revived anymore after 180 days of quiet. That would be a new flake instead.

Filing this issue for any discussion about these changes.",0,0,0,0,0,1,0
"Title: net/http: TestMaxBytesHandler/max_size_1000_request_size_1000000/h3 failures

Body: [CODE_BLOCK] #!watchflakes
default <- pkg == ""net/http"" && test == ""TestMaxBytesHandler/max_size_1000_request_size_1000000/h3""
 [/CODE_BLOCK] 

Issue created automatically to collect these failures.

Example (log):

 === RUN TestMaxBytesHandler/max_size_1000_request_size_1000000/h3
 serve_test.go:7395: set RST avoidance delay to 1ms
 serve_test.go:6486: retrying after error with duration 1ms: unexpected read error: context canceled
 serve_test.go:7395: set RST avoidance delay to 5ms
 serve_test.go:6486: retrying after error with duration 5ms: unexpected read error: context canceled
 serve_test.go:7395: set RST avoidance delay to 10ms
 serve_test.go:6486: retrying after error with duration 10ms: unexpected read error: context canceled
 serve_test.go:7395: set RST avoidance delay to 50ms
 serve_test.go:6486: retrying after error with duration 50ms: unexpected read error: context canceled
 serve_test.go:7395: set RST avoidance delay to 100ms
 serve_test.go:6486: retrying after error with duration 100ms: unexpected connection error: Post ""[URL] writing request body: write to reset stream
 serve_test.go:7395: set RST avoidance delay to 500ms
 serve_test.go:6486: retrying after error with duration 500ms: unexpected read error: context canceled
 serve_test.go:7395: set RST avoidance delay to 1s
 serve_test.go:6486: retrying after error with duration 1s: unexpected connection error: Post ""[URL] writing request body: write to reset stream
 serve_test.go:7395: set RST avoidance delay to 5s
 serve_test.go:6484: failed with duration 5s: unexpected connection error: Post ""[URL] writing request body: write to reset stream
 --- FAIL: TestMaxBytesHandler/max_size_1000_request_size_1000000/h3 (0.67s)

— watchflakes",0,0,0,0,0,1,0
"Title: runtime: TestGdb* failures

Body: [CODE_BLOCK] #!watchflakes
post <- (pkg == ""runtime"" || pkg ~ `runtime:`) && test ~ `TestGdb` && output !~ `nosplit stack over 800 byte limit`
 [/CODE_BLOCK] 

Issue created automatically to collect these failures.

Example (log):

 panic: test timed out after 10m0s
 running tests:
 TestGdbPythonCgo (9m38s)
 
 syscall.Syscall6(0x0?, 0x14ea04?, 0xc?, 0x2?, 0x1?, 0xc0001a4580?, 0xc00009e3d0?)
 /workdir/go/src/syscall/syscall_linux.go:91 +0x28 fp=0xc0000df6b8 sp=0xc0000df620 pc=0xa10b8
 os.(*Process).blockUntilWaitable(0xc0013605d0)
 /workdir/go/src/os/wait_waitid.go:32 +0x8c fp=0xc0000df7a0 sp=0xc0000df6b8 pc=0xc7f1c
 os.(*Process).wait(0xc0013605d0)
 /workdir/go/src/os/exec_unix.go:22 +0x3c fp=0xc0000df820 sp=0xc0000df7a0 pc=0xc223c
 os.(*Process).Wait(...)
 /workdir/go/src/os/exec.go:132
 os/exec.(*Cmd).Wait(0xc0001a4580)
 /workdir/go/src/os/exec/exec.go:890 +0x54 fp=0xc0000df8b8 sp=0xc0000df820 pc=0x14f284
 os/exec.(*Cmd).Run(0x58?)
 /workdir/go/src/os/exec/exec.go:590 +0x50 fp=0xc0000df8e8 sp=0xc0000df8b8 pc=0x14e080
 os/exec.(*Cmd).CombinedOutput(0xc0001a4580)
 /workdir/go/src/os/exec/exec.go:1005 +0xb8 fp=0xc0000df940 sp=0xc0000df8e8 pc=0x14fb98
 runtime_test.testGdbPython(0xc0002cb520, 0x1)
 /workdir/go/src/runtime/runtime-gdb_test.go:272 +0x1d84 fp=0xc0000dfef0 sp=0xc0000df940 pc=0x33db94
 runtime_test.TestGdbPythonCgo(0x4a96f8?)
 /workdir/go/src/runtime/runtime-gdb_test.go:167 +0x68 fp=0xc0000dff30 sp=0xc0000dfef0 pc=0x33bdf8
 testing.tRunner(0xc0002cb520, 0x4473e8)

— watchflakes",0,0,0,0,0,1,0
"Title: Agent never wakes up when waiting for task to complete

Body: i had to get ai to redo the url because your bug reporter generated a url that was too long and go ""whoa that url is too long"" error. 

### Description

""I'll pick this back up as soon as the background job signals completion"" but then it just sits there forever until i enter a new message like ""."", after it wakes up and resumes. This is 100% consistent. Waking up after waiting is completely broken.

### Issue Details

Item|Value
---|---
Issue Category|Bug
Target|Visual Studio Code
VS Code Version|Code 1.127.0 (4fe60c8b1cdac1c4c174f2fb180d0d758272d713, 2026-06-30T10:52:33+02:00)
OS Version|Windows_NT x64 10.0.26200

 
 System Info 

Item|Value
---|---
VS Code Version|Code 1.127.0 (4fe60c8b1cdac1c4c174f2fb180d0d758272d713, 2026-06-30T10:52:33+02:00)
OS Version|Windows_NT x64 10.0.26200
CPUs|Intel(R) Core(TM) i9-10920X CPU @ 3.50GHz (24 x 3504)
GPU Status|2d_canvas: enabled GPU0: VENDOR= 0x10de, DEVICE=0x1fb0 [NVIDIA T1000], DRIVER_VENDOR=NVIDIA, DRIVER_VERSION=32.0.15.9571 *ACTIVE* GPU1: VENDOR= 0x10de, DEVICE=0x1fb0 [NVIDIA T1000], DRIVER_VERSION=32.0.15.9571 GPU2: VENDOR= 0x1414, DEVICE=0x008c [Microsoft Basic Render Driver], DRIVER_VERSION=10.0.26100.8521 Machine model name: Machine model version: direct_rendering_display_compositor: disabled_off_ok gpu_compositing: enabled multiple_raster_threads: enabled_on opengl: enabled_on rasterization: enabled raw_draw: disabled_off_ok skia_graphite: disabled_off trees_in_viz: disabled_off video_decode: enabled video_encode: enabled webgl: enabled webgpu: enabled webnn: disabled_off
Load (avg)|
Memory (System)|63.72GB (33.43GB free)
Process Argv|--crash-reporter-id e9756e07-e8c7-4cd2-b0fd-c5da7886e2b4
Screen Reader|no
VM|0%
Remote|SSH: curvy
Remote OS|Linux x64 6.17.0-1018-azure
Remote CPUs|AMD EPYC 7763 64-Core Processor (32 x 0)
Remote Memory (System)|125.79GB (111.81GB free)
Remote VM|0%
Remote|SSH: wavy
Remote OS|Linux x64 6.17.0-1018-azure
Remote CPUs|AMD EPYC 7763 64-Core Processor (32 x 0)
Remote Memory (System)|125.79GB (89.19GB free)
Remote VM|0%
User Agent|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.127.0 Chrome/148.0.7778.97 Electron/42.2.0 Safari/537.36
Installation pure|true

 

 
 Extensions (26) 

Name|Identifier|Author|Version
---|---|---|---
Bookmarks|alefragnani.bookmarks|alefragnani|14.1.1
Rust Syntax|dustypomerleau.rust-syntax|dustypomerleau|0.6.1
GitHub Repositories|github.remotehub|GitHub|0.64.0
Rust Flash Snippets|lorenzopirro.rust-flash-snippets|lorenzopirro|3.1.1
WAVE Work|microsoft.wavework|Microsoft|1.2026.310001
Microsoft Edge Tools for VS Code|ms-edgedevtools.vscode-edge-devtools|ms-edgedevtools|2.1.10
Jupyter Keymap|ms-toolsai.jupyter-keymap|ms-toolsai|1.1.2
Dev Containers|ms-vscode-remote.remote-containers|ms-vscode-remote|0.463.0
Remote - SSH|ms-vscode-remote.remote-ssh|ms-vscode-remote|0.124.0
Remote - SSH: Editing Configuration Files|ms-vscode-remote.remote-ssh-edit|ms-vscode-remote|0.87.0
WSL|ms-vscode-remote.remote-wsl|ms-vscode-remote|0.104.3
Remote Explorer|ms-vscode.remote-explorer|ms-vscode|0.5.0
Remote Repositories|ms-vscode.remote-repositories|ms-vscode|0.42.0
Protobuf support|peterj.proto|peterj|0.0.4
Rewrap|stkb.rewrap|stkb|1.16.3
Filter Lines|earshinov.filter-lines|earshinov|1.1.0
clangd|llvm-vs-code-extensions.vscode-clangd|llvm-vs-code-extensions|0.6.0
Rainbow CSV|mechatroner.rainbow-csv|mechatroner|3.24.1
MaiaDbg|microsoft.maiadbg|Microsoft|1.0.0
CMake Tools|ms-vscode.cmake-tools|ms-vscode|1.23.52
C/C++ DevTools|ms-vscode.cpp-devtools|ms-vscode|0.5.13
C/C++|ms-vscode.cpptools|ms-vscode|1.32.2
Live Preview|ms-vscode.live-server|ms-vscode|0.4.19
WebAssembly DWARF Debugging|ms-vscode.wasm-dwarf-debugging|ms-vscode|1.0.1
rust-analyzer|rust-lang.rust-analyzer|rust-lang|0.3.2946
Mushroom|undefined_publisher.mushroom|undefined_publisher|0.0.24

Theme extensions: 9

 

 
 A/B Experiments 

 [CODE_BLOCK] vsliv368:30146709
binariesv615:30325510
nativeloc1:31344060
dwcopilot:31170013
471b6256:31240254
dwoutputs:31242946
copilot_t_ci:31333650
e5gg6876:31282496
pythonrdcb7:31342333
6518g693:31463988
aj953862:31281341
b6b4d950:31327385
63221493:31336333
envsactivate1:31538736
478i5457:31521843
cloudbuttont:31379625
3efgi100_wstrepl:31403338
ec5jj548:31422691
metis_rerank_treatment1:31422731
cp_cls_t_966_ss:31526232
4je02754:31466945
c3h7c220:31478652
ge8j1254_inline_auto_hint_haiku:31490510
cp_cls_t_1081:31454832
conptydll_true:31498968
ia-use-proxy-models-svc:31452481
e9c30283:31461165
test_treatment2:31471001
c9b86496:31447327
g_xe_63ac8346:31542883
idci7584:31464702
e3e4d672:31494082
ei9d7968:31496641
nes-extended-on:31455476
chat:31457767
8hig5102:31480529
ah:31461780
89g7j272:31518289
7e187181:31503455
i2gc6536:31499202
52612955:31516516
ghj88844:31499326
ddid_t:31478206
hmra_i5g22:-9
7df3h592:31512476
cp_cls_t_1082:31535311
logging_enabled_new:31498466
j0d79568:31499440
jb_cp_cls_c_632:31537245
748c7209:31512887
32d76977:31512328
ha629193:31508444
cdk-lw-on:31524445
31fi7170_t:31522396
a1ije391_t:31540920
api_cot_ctrl:31513533
hgf2d445:31529595
8hfba999:31537718
prpt_srch:31518468
jbcp_cls_pctr_t:31531130
61138546:31518536
3f904173:31522231
cp_intellij_c_nes:31533503
jf4hg949:31526829
nes-curr-leftover-1500:31538366
h561g132:31533256
sessions_3:31532893
h7dd7680:31541765
ihg5j128:31534457
9gg7f176:31542112
sandbox-ui-on-2:31542533
 [/CODE_BLOCK]",0,0,0,0,0,1,0
"Title: Agents Window: Add an action to save a conversation to a file

Body: * Right click on a conversation
* Add the ability to Save to a text file or markdown file
* This can be done via a smaller/cheaper LLM which would narrate the conversation or via a programmatic implementation, I don't know what's best, but I know we need to generate something that could be then consumed by an agent to gather insights.

 

 [CODE_BLOCK] Version: 1.128.0-insider
Commit: 7317e60fe47bea256caf45ef830427365e4e6b3d
Date: 2026-07-04T09:31:19Z
Electron: 42.5.0
ElectronBuildId: 14525058
Chromium: 148.0.7778.271
Node.js: 24.17.0
V8: 14.8.178.33-electron.0
OS: Darwin arm64 25.5.0
 [/CODE_BLOCK]",0,0,0,0,0,1,0
"Title: x/build: bot openbsd-arm64-jsing reported as broken

Body: The bot openbsd-arm64-jsing has been reported as broken. It is currently in ""dead"" state. Please work to resolve the issue.

@golang/openbsd
@golang/arm
 

— watchflakes",0,0,0,0,0,1,0
"Title: Build fails with strange error message

Body: No stack trace provided. Need full logs and OS version to investigate.",0,0,0,0,0,1,0
"Title: net/http: Errors from persistConn.readLoop not returned to client still writing a request

Body: ### What version of Go are you using (`go version`)?

 
$ go version
go version go1.21.0 darwin/arm64
 

### Does this issue reproduce with the latest release?
Yes

### What operating system and processor architecture are you using (`go env`)?

 go env Output 
$ go env
GO111MODULE=''
GOARCH='arm64'
GOBIN=''
GOCACHE='/Users/mitr/Library/Caches/go-build'
GOENV='/Users/mitr/Library/Application Support/go/env'
GOEXE=''
GOEXPERIMENT=''
GOFLAGS=''
GOHOSTARCH='arm64'
GOHOSTOS='darwin'
GOINSECURE=''
GOMODCACHE='/Users/mitr/Go/pkg/mod'
GONOPROXY=''
GONOSUMDB=''
GOOS='darwin'
GOPATH='/Users/mitr/Go'
GOPRIVATE=''
GOPROXY='[URL]
GOROOT='/usr/local/go'
GOSUMDB='sum.golang.org'
GOTMPDIR=''
GOTOOLCHAIN='auto'
GOTOOLDIR='/usr/local/go/pkg/tool/darwin_arm64'
GOVCS=''
GOVERSION='go1.21.0'
GCCGO='gccgo'
AR='ar'
CC='clang'
CXX='clang++'
CGO_ENABLED='1'
GOMOD='/Users/mitr/Go/src/github.com/containers/image/go.mod'
GOWORK=''
CGO_CFLAGS='-O2 -g'
CGO_CPPFLAGS=''
CGO_CXXFLAGS='-O2 -g'
CGO_FFLAGS='-O2 -g'
CGO_LDFLAGS='-O2 -g'
PKG_CONFIG='pkg-config'
GOGCCFLAGS='-fPIC -arch arm64 -pthread -fno-caret-diagnostics -Qunused-arguments -fmessage-length=0 -ffile-prefix-map=/var/folders/gx/746zv1352fl7clbfh5q24grc0000gn/T/go-build66149756=/tmp/go-build -gno-record-gcc-switches -fno-common'
 

### What did you do?

Consider a HTTP server facing a client which is slow to upload a request body, and the HTTP server times out and closes the socket.

 [URL] 

```go
package main

import (
 ""context""
 ""fmt""
 ""io""
 ""log""
 ""net""
 ""net/http""
 ""time""
)

func dieOnError(err error) {
 if err != nil {
 panic(err)
 }
}

var timeStep = time.Second

func server(ln net.Listener) {
 for {
 conn, err := ln.Accept()
 if err != nil {
 return
 }
 log.Printf(""%v: Accepted"", conn.RemoteAddr())
 time.Sleep(1 * timeStep)
 if false {
 _, err = conn.Write([]byte(""HTTP/1.1 200 OK\r\n\r\n"")) // Just enough for readLoop to return a response with some body
 dieOnError(err)
 }
 err = conn.Close()
 dieOnError(err)
 log.Printf(""%v: Closed"", conn.RemoteAddr())
 }
}

func main() {
 ln, err := net.Listen(""tcp"", ""127.0.0.1:0"")
 dieOnError(err)
 go server(ln)

 sourceReader, sourceWriter := io.Pipe()
 go func() {
 _, err := sourceWriter.Write([]byte(""line 1\n""))
 dieOnError(err)

 time.Sleep(2 * timeStep)
 _, err = sourceWriter.Write([]byte(""line 2\n""))
 dieOnError(err)
 err = sourceWriter.Close()
 dieOnError(err)
 log.Printf(""Producer finished"")
 }()

 req, err := http.NewRequestWithContext(context.Background(), http.MethodPatch, fmt.Sprintf(""[URL] ln.Addr().String()), io.NopCloser(sourceReader))
 dieOnError(err)
 res, err := http.DefaultClient.Do(req)
 dieOnError(err)
 body, err := io.ReadAll(res.Body)
 log.Printf(""Reading body: %#v, %v"", body, err)

}
```

 

### What did you expect to see?

On the client side, a real error cause of some kind; such as the one in [URL] (with `s/if false/if true`):
```
2009/11/10 23:00:00 127.0.0.1:34699: Accepted
2009/11/10 23:00:01 127.0.0.1:34699: Closed
2009/11/10 23:00:01 Reading body: []byte{}, read tcp 127.0.0.1:34699->127.0.0.1:44764: read: connection reset by peer
```

contains a useful “connection reset by peer” error.

### What did you see instead?

```
2009/11/10 23:00:00 127.0.0.1:47676: Accepted
2009/11/10 23:00:01 127.0.0.1:47676: Closed
panic: Patch ""[URL] write tcp 127.0.0.1:47676->127.0.0.1:22356: use of closed network connection
```

contains `net.ErrClosed`, with no indication of the _actual_ underlying root cause. And I think it's possibly controversial but plausible point that `net.ErrClosed` is considered an indication of a programming bug.

The reports in [URL] obliquely hint at net/http encountering this issue, but never quite spell it out, hence this report.

The underlying cause, at least for this specific reproducer, is that `persistConn.readLoop` and `persistConn.writeLoop` are quite independent; in this case, `readLoop` encounters a socket read error, terminates, and closes `persistConn.conn`. Meanwhile, `writeLoop` is deep in `transferWriter.doBodyCopy`, continuing to issue writes and flushes to `persistConn.conn`, and that triggers `net.ErrClosed` on the write side. Arguably that’s the primary bug, issuing a write on a closed connection.

And then, `persistConn.roundTrip` actually sees the read-side error first (`re := <-resc:`); but it proceeds to `mapRoundTripError`, and sees `req.err` set, and returns that value. Alternatively, if issuing a write on a closed connection is considered fine (or the performance cost to avoid that would be too great), the logic in `mapRoundTripError` could see that there is both a read-side and write-side error, and decide that `net.ErrClosed` is not the one that should be returned.

---

There also seems to be a dual of this issue, where `persistConn.writeLoop` can encounter an error and close the connection, causing `readLoop` to fail with `net.ErrClosed` instead, and in that case, again, an error with the “use of closed network connection” text is returned. I’m afraid I lost the reproducer I had for that one.",0,0,0,0,0,1,0
"Title: crypto/x509: Get ""[URL] tls: failed to verify certificate: SecPolicyCreateSSL error: 0 when running in child after parent exits

Body: THIS IS UNRELATED TO [URL]

### Go version

go version go1.22.5 darwin/arm64

### Output of `go env` in your module/workspace:

```shell
GO111MODULE=''
GOARCH='arm64'
GOBIN=''
GOCACHE='/Users/nathanpierce/Library/Caches/go-build'
GOENV='/Users/nathanpierce/Library/Application Support/go/env'
GOEXE=''
GOEXPERIMENT=''
GOFLAGS=''
GOHOSTARCH='arm64'
GOHOSTOS='darwin'
GOINSECURE=''
GOMODCACHE='/Users/nathanpierce/go/pkg/mod'
GONOPROXY=''
GONOSUMDB=''
GOOS='darwin'
GOPATH='/Users/nathanpierce/go'
GOPRIVATE=''
GOPROXY='[URL]
GOROOT='/opt/homebrew/Cellar/go/1.22.5/libexec'
GOSUMDB='sum.golang.org'
GOTMPDIR=''
GOTOOLCHAIN='auto'
GOTOOLDIR='/opt/homebrew/Cellar/go/1.22.5/libexec/pkg/tool/darwin_arm64'
GOVCS=''
GOVERSION='go1.22.5'
GCCGO='gccgo'
AR='ar'
CC='cc'
CXX='c++'
CGO_ENABLED='1'
GOMOD='/Users/nathanpierce/test/go.mod'
GOWORK=''
CGO_CFLAGS='-O2 -g'
CGO_CPPFLAGS=''
CGO_CXXFLAGS='-O2 -g'
CGO_FFLAGS='-O2 -g'
CGO_LDFLAGS='-O2 -g'
PKG_CONFIG='pkg-config'
GOGCCFLAGS='-fPIC -arch arm64 -pthread -fno-caret-diagnostics -Qunused-arguments -fmessage-length=0 -ffile-prefix-map=/var/folders/vt/byhkgjmd4pq6v8j2f9tsghf40000gn/T/go-build1722732525=/tmp/go-build -gno-record-gcc-switches -fno-common'
```

### What did you do?

I'm trying to create a child and then exit the parent so that I can create a daemon-like experience for my go application.

Here is the main.go you can reproduce with using `go run main.go`:

```
package main

import (
 ""encoding/json""
 ""fmt""
 ""io""
 ""log""
 ""net/http""
 ""os""
 ""syscall""
 ""time""
)

// Mark of daemon process - system environment variable _GO_DAEMON=1
const (
 MARK_NAME = ""_GO_DAEMON""
 MARK_VALUE = ""1""
)

// Default file permissions for log and pid files.
const FILE_PERM = os.FileMode(0640)

// WasReborn returns true in child process (daemon) and false in parent process.
func WasReborn() bool {
 return os.Getenv(MARK_NAME) == MARK_VALUE
}

// A Context describes daemon context.
type Context struct {
 // If PidFileName is non-empty, parent process will try to create and lock
 // pid file with given name. Child process writes process id to file.
 PidFileName string
 // Permissions for new pid file.
 PidFilePerm os.FileMode

 // If LogFileName is non-empty, parent process will create file with given name
 // and will link to fd 2 (stderr) for child process.
 LogFileName string
 // Permissions for new log file.
 LogFilePerm os.FileMode

 // If WorkDir is non-empty, the child changes into the directory before
 // creating the process.
 WorkDir string
 // If Chroot is non-empty, the child changes root directory
 Chroot string

 // If Env is non-nil, it gives the environment variables for the
 // daemon-process in the form returned by os.Environ.
 // If it is nil, the result of os.Environ will be used.
 Env []string
 // If Args is non-nil, it gives the command-line args for the
 // daemon-process. If it is nil, the result of os.Args will be used.
 Args []string

 // Credential holds user and group identities to be assumed by a daemon-process.
 Credential *syscall.Credential
 // If Umask is non-zero, the daemon-process call Umask() func with given value.
 Umask int

 // Struct contains only serializable public fields (!!!)
 abspath string
 logFile *os.File
 nullFile *os.File

 rpipe, wpipe *os.File
}

func (d *Context) SetLogFile(fd *os.File) {
 d.logFile = fd
}

func (d *Context) openFiles() (err error) {
 if d.PidFilePerm == 0 {
 d.PidFilePerm = FILE_PERM
 }
 if d.LogFilePerm == 0 {
 d.LogFilePerm = FILE_PERM
 }

 if d.nullFile, err = os.Open(os.DevNull); err != nil {
 return
 }

 if len(d.LogFileName) > 0 {
 if d.LogFileName == ""/dev/stdout"" {
 d.logFile = os.Stdout
 } else if d.LogFileName == ""/dev/stderr"" {
 d.logFile = os.Stderr
 } else if d.logFile, err = os.OpenFile(d.LogFileName,
 os.O_WRONLY|os.O_CREATE|os.O_APPEND, d.LogFilePerm); err != nil {
 return
 }
 }

 d.rpipe, d.wpipe, err = os.Pipe()
 return
}

func (d *Context) closeFiles() (err error) {
 fmt.Println(""closeFiles"")
 cl := func(file **os.File) {
 if *file != nil {
 (*file).Close()
 *file = nil
 }
 }
 cl(&d.rpipe)
 cl(&d.wpipe)
 cl(&d.logFile)
 cl(&d.nullFile)
 return
}

func (d *Context) prepareEnv() (err error) {
 if d.abspath, err = os.Executable(); err != nil {
 return
 }
 fmt.Println(""abspath"", d.abspath)

 if len(d.Args) == 0 {
 d.Args = os.Args
 }

 mark := fmt.Sprintf(""%s=%s"", MARK_NAME, MARK_VALUE)
 if len(d.Env) == 0 {
 d.Env = os.Environ()
 }
 d.Env = append(d.Env, mark)

 return
}

func (d *Context) files() (f []*os.File) {
 log := d.nullFile
 if d.logFile != nil {
 log = d.logFile
 }

 f = []*os.File{
 d.rpipe, // (0) stdin
 log, // (1) stdout
 log, // (2) stderr
 d.nullFile, // (3) dup on fd 0 after initialization
 }

 return
}

func (d *Context) reborn() (child *os.Process, err error) {
 if !WasReborn() {
 child, err = d.parent()
 } else {
 err = d.child()
 }
 return
}

func (d *Context) parent() (child *os.Process, err error) {
 if err = d.prepareEnv(); err != nil {
 return
 }

 defer d.closeFiles()
 if err = d.openFiles(); err != nil {
 return
 }

 attr := &os.ProcAttr{
 Dir: d.WorkDir,
 Env: d.Env,
 Files: d.files(),
 Sys: &syscall.SysProcAttr{},
 }

 fmt.Println(""parent startProcess"")
 if child, err = os.StartProcess(d.abspath, d.Args, attr); err != nil {
 return
 }

 d.rpipe.Close()
 encoder := json.NewEncoder(d.wpipe)
 err = encoder.Encode(d)

 fmt.Println(""parent done"")

 // if this sleep keeps the parent around, it will work.
 // time.Sleep(3 * time.Second)

 return
}

func (d *Context) child() (err error) {

 decoder := json.NewDecoder(os.Stdin)
 if err = decoder.Decode(d); err != nil {
 return
 }

 return
}

func main() {

 daemonContext := &Context{
 PidFileName: ""test.pid"",
 PidFilePerm: 0644,
 LogFileName: ""test.log"",
 LogFilePerm: 0640,
 WorkDir: ""/tmp"",
 Umask: 027,
 Args: []string{""SecPolicyCreateSSL""},
 }

 d, err := daemonContext.reborn()
 if err != nil {
 log.Fatalln(err)
 }
 if d != nil { // return the parent process since it's now forked into a child
 return
 }

 time.Sleep(2 * time.Second)

 fmt.Println(""doing get..."")
 resp, err := http.Get(""[URL]
 if err != nil {
 log.Println(err)
 return
 }
 defer resp.Body.Close()

 body, err := io.ReadAll(resp.Body)
 if err != nil {
 log.Println(err)
 return
 }
 fmt.Println(string(body)[:100])

 return
}

```

### What did you see happen?

Once ran, you'll see in test.log:

```
doing get...
2024/07/23 13:07:21 Get ""[URL] tls: failed to verify certificate: SecPolicyCreateSSL error: 0
```

Now under the `parent` function, uncomment `// time.Sleep(3 * time.Second)` and then run again.

You should then see it working:

```
doing get...
 <meta content
```

It seems as if the parent closing too soon is causing the child to not have, what I can only guess, is the proper environment available on linux and macOS.

Though, I'm not entirely sure why. I've tried digging into this as low level as I am aware of and nothing is clicking for me as to the cause. Does anyone know why this isn't possible?

### What did you expect to see?

I would like the parent to be able to exit well before the child, so that I can use the golang binary as a controller for the daemon/service. But I also can't guarantee that https calls will happen before the parent exits.",0,0,0,0,0,1,0
"Title: cmd/go: cgo compile cache ignores Go builder warning policy

Body: ### Go version

go version go1.28-devel

### Output of `go env` in your module/workspace:

 [CODE_BLOCK] AR='ar'
CC='clang'
CGO_CFLAGS='-O2 -g'
CGO_CPPFLAGS=''
CGO_CXXFLAGS='-O2 -g'
CGO_ENABLED='1'
CGO_FFLAGS='-O2 -g'
CGO_LDFLAGS='-O2 -g'
CXX='clang++'
GCCGO='gccgo'
GO111MODULE='on'
GOARCH='arm64'
GOARM64='v8.0'
GOAUTH='netrc'
GOBIN='/Users/mac/go/bin'
GOCACHE='/Users/mac/Library/Caches/go-build'
GOCACHEPROG=''
GODEBUG=''
GOENV='/Users/mac/Library/Application Support/go/env'
GOEXE=''
GOEXPERIMENT=''
GOFIPS140='off'
GOFLAGS=''
GOGCCFLAGS='-fPIC -arch arm64 -pthread -fno-caret-diagnostics -Qunused-arguments -fmessage-length=0 -ffile-prefix-map=/var/folders/tq/m955dwkd1519phkp2hwpv9_80000gn/T/go-build1415656419=/tmp/go-build -gno-record-gcc-switches -fno-common'
GOHOSTARCH='arm64'
GOHOSTOS='darwin'
GOINSECURE=''
GOMOD='/dev/null'
GOMODCACHE='/Users/mac/go/pkg/mod'
GONOPROXY=''
GONOSUMDB=''
GOOS='darwin'
GOPACKAGESDRIVER=''
GOPATH='/Users/mac/go'
GOPRIVATE=''
GOPROXY=''
GOROOT='/Users/mac/202609/go'
GOSUMDB='sum.golang.org'
GOTELEMETRY='local'
GOTELEMETRYDIR='/Users/mac/Library/Application Support/go/telemetry'
GOTMPDIR=''
GOTOOLCHAIN='auto'
GOTOOLDIR='/Users/mac/202609/go/pkg/tool/darwin_arm64'
GOVCS=''
GOVERSION='go1.28-devel_d758038bdf Tue Aug 11 10:10:28 2026 -0700'
GOWORK=''
PKG_CONFIG='pkg-config'
 [/CODE_BLOCK] 

### What did you do?

Create a package containing a C compiler warning:

 [CODE_BLOCK] package m

 /*
 #cgo CFLAGS: -Wall
 static int warning_function(void) {
 int unused;
 return 0;
 }
 */
 import ""C""

 func F() int { return int(C.warning_function()) }
 [/CODE_BLOCK] 

Then run:

 `GOCACHE=/tmp/go-cache GO_BUILDER_NAME= go build . `

The build succeeds and stores the cgo compile result in the cache.

Using the same cache, run:

 ` GOCACHE=/tmp/go-cache GO_BUILDER_NAME=builder go build . `

### What did you see happen?

The second command succeeds.

With an empty cache, the same command fails as expected:

 [CODE_BLOCK] warning: unused variable 'unused'
 C compiler warning promoted to error on Go builders
 [/CODE_BLOCK] 

With the shared cache, `go build -x` shows that the C compiler output is copied from the cache instead of being compiled again. This bypasses the warning-to-error check in `cmd/go/internal/work.ccompile`.

### What did you expect to see?

The second command should fail in the same way as a cold-cache build, because `GO_BUILDER_NAME` changes whether C compiler warnings are treated as errors.

The Go builder mode should therefore be represented in the cgo compile action ID, or the cgo compile cache should otherwise distinguish these two modes.",0,0,0,0,0,1,0
